"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
2958,"Stockton","San Joaquin","California","RH-PURD","Residential High Density Planned Unit Residential Development","Planned","Planned",True,True,True,True,False
2700,"Rancho Cordova","Sacramento","California","RD25","Residential","Residential","Single Family",True,True,True,True,False
816,"La Habra","Orange","California","C-P","Commercial Professional","Commercial","General Commercial",False,False,False,True,False
3590,"Avon Park","Highlands","Florida","R-3","High Density Multi Family Residential","Residential","Multi Family",True,True,True,True,False
1550,"La Palma","Orange","California","R-1","Single Family Residential","Residential","Single Family",True,True,False,True,False
47,"Los Angeles","Los Angeles","California","M2-1-RIO-CUGU","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
1552,"Los Alamitos","Orange","California","R-1","Single Family Residential","Residential","Single Family",True,False,False,True,False
201,"Fort Worth","Tarrant","Texas","PI-N-2","Panther Island Neighborhood","Mixed","Mixed Use",True,False,True,True,True
4341,"Angleton","Brazoria","Texas","MFR-29","Multi Family Residential 29","Residential","Multi Family",True,True,True,True,False
201,"Fort Worth","Tarrant","Texas","A-7.5","One Family","Residential","Single Family",True,False,False,True,False
2948,"Bakersfield","Kern","California","R-S","Residential Suburban","Residential","Single Family",True,False,False,True,False
2958,"Stockton","San Joaquin","California","OS","Open Space","Special","Special",False,False,False,True,False
122,"Anaheim","Orange","California","SP-90-2","East Center Street Development Specific Plan","Special","Special",False,False,False,True,False
512,"Huntington Beach","Orange","California","(Q)CG","Qualified General Commercial Classification","Commercial","Special Commercial",True,False,False,True,False
2958,"Stockton","San Joaquin","California","IL","Limited Industrial","Industrial","Industrial",False,False,False,True,False
2685,"Folsom","Sacramento","California","C-2-PD","Central Business Planned Development District","Planned","Planned",True,False,False,True,False
201,"Fort Worth","Tarrant","Texas","CR","Low Density","Residential","Multi Family",True,True,True,True,False
1620,"Los Angeles County Unincorporated","Los Angeles","California","A-2-1","Heavy Agricultural","Agricultural","Agriculture",True,False,True,True,False
2958,"Stockton","San Joaquin","California","RM","Residential Medium Density","Residential","Multi Family",True,True,True,True,False
2958,"Stockton","San Joaquin","California","RH","Residential High Density","Residential","Multi Family",True,True,True,True,False
2948,"Bakersfield","Kern","California","R-4/PUD","Multiple Family Dwelling 1 Unit Per 600 Square Feet Minimum Lot Area Planned Unit Development","Planned","Planned",True,False,True,True,False
2700,"Rancho Cordova","Sacramento","California","RD7","Residential","Residential","Single Family",True,True,False,True,False
1718,"Gainesville","Alachua","Florida","ED","Educational Services","Special","Special",False,False,False,True,False
1718,"Gainesville","Alachua","Florida","U8","Urban 8","Special","Special",True,False,True,True,False
1540,"San Juan Capistrano","Orange","California","OC","Office Commercial District","Commercial","Office",True,False,True,True,False
228,"Covina","Los Angeles","California","C-3","Commercial Central Business","Commercial","General Commercial",True,False,True,True,False
1645,"Frisco","Collin","Texas","SF-8.5/SF-7/PH/TH/MF/R","Single Family Residential 8.5 And 7 Patio Home Townhome Multifamily Retail","Mixed","Mixed Use",True,False,True,True,False
2593,"Wildwood","Sumter","Florida","C-2A","Commercial Mixed Use","Mixed","Mixed Use",True,False,True,True,False
1645,"Frisco","Collin","Texas","SF-5","Single Family Residential 5","Residential","Single Family",True,False,True,True,False
1645,"Frisco","Collin","Texas","SF-10/SF-8.5/SF-7","Single Family Residential","Residential","Single Family",True,False,True,True,False
1645,"Frisco","Collin","Texas","SF-7/PH/2F","Single Family Residential 7 Patio Home And Two Family Residential","Residential","Two family",True,True,True,True,False
2593,"Wildwood","Sumter","Florida","NMU-4","Neighborhood Mixed Use 4","Mixed","Mixed Use",True,False,True,True,False
2593,"Wildwood","Sumter","Florida","R-3","Medium Density Residential","Residential","Single Family",True,False,True,True,False
73,"Arcadia","Los Angeles","California","C-G","General Commercial","Commercial","General Commercial",True,False,False,True,False
2874,"Colton","San Bernardino","California","I-P","Industrial Park","Industrial","Industrial",True,False,False,True,False
1549,"Lake Forest","Orange","California","PA","Professional And Administrative","Special","Special",False,False,False,True,False
907,"Plant City","Hillsborough","Florida","M-1A","Light Industrial","Industrial","Light Industrial",NULL,NULL,NULL,NULL,NULL
4341,"Angleton","Brazoria","Texas","LI","Light Industrial","Industrial","Light Industrial",True,False,False,True,False
4367,"Panama City Beach","Bay","Florida","AR","Agricultural And Rural Residential","Mixed","Mixed Use",True,False,False,True,False
4367,"Panama City Beach","Bay","Florida","R-3","Unlimited Multifamily Residential","Residential","Multi Family",True,True,True,True,False
2848,"Odessa","Ector","Texas","PD-LI-DR","Planned Development Light Industrial District Drill Reservation","Planned","Planned",True,True,True,True,False
4435,"Celina",NULL,"Texas","MF-2","Multi Family","Residential","Multi Family",True,False,True,True,False
2762,"Ocala","Marion","Florida","R-3","Multi Family Residential","Residential","Multi Family",True,True,True,True,False
2512,"Forest Hill","Tarrant","Texas","LI","Light Industrial","Industrial",NULL,NULL,NULL,NULL,NULL,NULL
3248,"Marathon","Monroe","Florida","I-M","Industrial Maritime","Industrial","Industrial",True,False,False,True,False
2667,"Apple Valley","San Bernardino","California","MHP","Mobile Home Park","Residential","Single Family",True,False,False,True,False
4152,"Titusville","Brevard","Florida","OP","Office Professional","Commercial","Office",True,False,False,True,False
907,"Plant City","Hillsborough","Florida","CC","Community College","Special","Special",NULL,NULL,NULL,NULL,NULL
47,"Los Angeles","Los Angeles","California","M2-1VL","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
2837,"Cathedral City","Riverside","California","PPO","Planned Professional Office","Planned","Planned",False,False,False,True,False
2667,"Apple Valley","San Bernardino","California","R-M","Multi Family Residential","Residential","Multi Family",True,False,True,True,False
2876,"Porterville","Tulare","California","CMX","Commercial Mixed Use","Mixed","Mixed Use",True,False,True,True,False
2554,"Highland","San Bernardino","California","R-4","Multi Family Residential","Residential","Multi Family",True,False,True,True,False
2876,"Porterville","Tulare","California","IA","Airport Industrial","Industrial","Industrial",False,False,False,True,False
2880,"Yucaipa","San Bernardino","California","RM-24","Multiple Residential","Residential","Multi Family",True,False,True,True,False
907,"Plant City","Hillsborough","Florida","C-1","General Commercial","Commercial","General Commercial",NULL,NULL,NULL,NULL,NULL
907,"Plant City","Hillsborough","Florida","C-1A","Neighborhood Business","Commercial","Neighborhood Commercial",NULL,NULL,NULL,NULL,NULL
907,"Plant City","Hillsborough","Florida","C-1C","Neighborhood Business","Commercial","Neighborhood Commercial",NULL,NULL,NULL,NULL,NULL
3599,"Broward County Unincorporated","Broward","Florida","A-3","Agricultural And Utilities","Agricultural","Agriculture",True,False,False,True,False
907,"Plant City","Hillsborough","Florida","M-1","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
907,"Plant City","Hillsborough","Florida","M-AP","Airport Industrial","Special","Special",NULL,NULL,NULL,NULL,NULL
4289,"Newberry","Levy","Florida","CI","Commercial Intensive","Commercial","Core Commercial",False,False,False,True,False
47,"Los Angeles","Los Angeles","California","M2-1VL-O","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
907,"Plant City","Hillsborough","Florida","MD","Midtown District","Special","Special",NULL,NULL,NULL,NULL,NULL
2030,"Brooksville","Hernando","Florida","R-3","Residential","Residential","Two Family",True,True,True,True,False
907,"Plant City","Hillsborough","Florida","PD","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
4327,"Niceville","Okaloosa","Florida","C-2","General Commercial","Commercial","General Commercial",True,False,True,True,True
1534,"Marin County Unincorporated","Marin","California","A2-B1","Agriculture Limited","Agricultural","Agriculture",True,False,False,True,False
907,"Plant City","Hillsborough","Florida","R-1","Single Family Dwelling","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
4326,"Fort Walton Beach","Okaloosa","Florida","R-1","Residential Single Family Low Density","Residential","Single Family",True,False,False,True,False
48,"Newport Beach","Orange","California","CC","Commercial Corridor","Commercial","Special Commercial",True,False,False,True,False
907,"Plant City","Hillsborough","Florida","R-1C","Single Family Dwelling","Residential","Single Family",NULL,NULL,NULL,NULL,NULL
47,"Los Angeles","Los Angeles","California","M2-1VL-RIO","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
907,"Plant City","Hillsborough","Florida","R-2","Multiple Family Dwelling","Residential","Multi Family",NULL,NULL,NULL,NULL,NULL
73,"Arcadia","Los Angeles","California","R-O(15,000)","Low Density Residential","Residential","Single Family",True,False,False,True,False
907,"Plant City","Hillsborough","Florida","TA","Transitional Area","Special","Special",NULL,NULL,NULL,NULL,NULL
621,"Deltona","Volusia","Florida","A","Agriculture","Agricultural","Agriculture",True,False,False,True,False
4326,"Fort Walton Beach","Okaloosa","Florida","YC","Yacht Club","Special","Special",True,False,False,True,False
2697,"Hemet","Riverside","California","C-2","General Commercial","Commercial","General Commercial",True,False,False,True,False
47,"Los Angeles","Los Angeles","California","(Q)M3-1VL","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
4368,"Santa Rosa County Unincorporated","Okaloosa","Florida","M2-CZ","General Industry Clear Zone","Industrial","Light Industrial",True,False,False,True,False
125,"Irvine","Orange","California","5.5A","Medical And Science","Special","Special",True,False,False,True,False
661,"Palm Desert","Riverside","California","R-1-M","Single Family Mobile Home Residential","Residential","Single Family",True,False,False,True,False
816,"La Habra","Orange","California","R-2/MX","Two Family Dwelling Mixed Use Overlay","Overlay","Overlay",True,True,True,True,False
4152,"Titusville","Brevard","Florida","R-1B/PUD","Single Family Medium Density Planned Unit Development","Planned","Planned",True,False,False,True,False
148,"San Jose","Santa Clara","California","DC-NT1","Downtown Commercial Neighborhood Transition 1","Commercial","Neighborhood Commercial",True,False,True,True,False
47,"Los Angeles","Los Angeles","California","MR2-1VL","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
1699,"Liberty Hill","Williamson","Texas","SF3","High Density Residential","Residential","Multi Family",True,True,True,True,False
815,"Fullerton","Orange","California","M-P-40","Manufacturing Park 40000 Square Feet Minimum Lot Size","Industrial","Industrial",True,False,False,True,False
1357,"Wylie","Collin","Texas","TH","Townhome District","Residential","Single Family",True,False,False,True,False
3327,"Seal Beach","Orange","California","RLD-9","Residential Low Density 9","Residential","Single Family",True,False,False,True,False
2544,"Talty","Kaufman","Texas","I","Industrial/Light Metal Works","Industrial",NULL,NULL,NULL,NULL,NULL,NULL
1541,"Stanton","Orange","California","RL","Single Family Residential","Residential","Single Family",True,False,False,True,False
117,"City of Industry","Los Angeles","California","AB","Commercial Adult Business Overlay","Overlay","Overlay",NULL,NULL,NULL,NULL,NULL
3789,"Rcid County Unincorporated","Osceola","Florida","MU","Mixed Use","Mixed","Mixed Use",True,False,False,True,False
2284,"Fontana","San Bernardino","California","R-5","Multi Family High Density Residential","Residential","Multi Family",True,False,True,True,False
1545,"Cypress","Orange","California","CG-CC","Commercial General Zone And Civic Center Combining Zone","Commercial","Special Commercial",False,False,False,True,False
2352,"Salinas","Monterey","California","CT","Commercial Thoroughfare","Commercial","Special Commercial",True,True,True,True,False
1546,"Dana Point","Orange","California","R/C-18","Residential Commercial 18 Dwelling Units Per Acre","Mixed","Mixed Use",True,False,True,True,False
208,"Austin","Travis","Texas","DMU-CO-CURE","Downtown Mixed Use","Mixed","Mixed Use",True,True,True,True,False
279,"Pasadena","Los Angeles","California","FGSP-C-2","Fair Oaks Orange Grove Specific Plan Limited Commercial District 2","Special","Special",False,False,False,True,False
1552,"Los Alamitos","Orange","California","R-3","Multiple Family Residential","Residential","Multi Family",True,True,True,True,False
